yyyy doy mn dd    MJD                 P0ms           Pdot0                  nu0            nudot0_15       tJPLms        SNthr 
2018 313 11 09  58431     33.7552247881230   4.200554E-013     29.6250434199999        -368658.79077      13.8631         5.00 
nGRPmax
   1390
 nGRP  nORG  NSEQpulse        TDBsec                  MJD   peakSN    sumSN  Nsubpulse        phase       UThhmmss          UTsec
  229   229    1565411  52840.831466  58431.6115836975230     5.18     7.26          2      0.00114  143254.541434   52374.541435
  230   230    1565510  52844.173232  58431.6116223753730     7.58     9.86          2      0.00133  143257.883000   52377.883000
  231   231    1567469  52910.299821  58431.6123877294080    15.84    23.44          3      0.00283  143404.005604   52444.005605
  232   232    1567674  52917.219508  58431.6124678183810     5.73     6.41          2     -0.00128  143410.924874   52450.924875
  233   233    1567815  52921.979070  58431.6125229059070    13.91    26.32          4      0.00114  143415.684150   52455.684150
  234   234    1568017  52928.797635  58431.6126018244740    12.79    17.65          3      0.00103  143422.502305   52462.502305
  235   235    1568126  52932.476972  58431.6126444093950     7.70    12.73          3      0.00175  143426.181420   52466.181420
  236   236    1568416  52942.266072  58431.6127577091710    10.47    13.13          2      0.00406  143435.969929   52475.969930
  237   237    1568448  52943.346167  58431.6127702102660     5.90    11.84          3      0.00189  143437.049959   52477.049960
  238   238    1569457  52977.405004  58431.6131644097660    11.06    13.17          2     -0.00453  143511.106744   52511.106745
  239   239    1569649  52983.886139  58431.6132394229120     7.89    10.23          2     -0.00044  143517.587489   52517.587490
  240   240    1569706  52985.810360  58431.6132616939780    12.44    13.58          2      0.00436  143519.511595   52519.511595
  241   241    1570167  53001.371462  58431.6134417993340     6.96     7.35          2      0.00267  143535.071759   52535.071760
  242   242    1570833  53023.852407  58431.6137019954560     5.18     7.94          2      0.00117  143557.551350   52557.551350
  243   243    1571137  53034.113945  58431.6138207632510     5.75    10.09          3     -0.00050  143607.812270   52567.812270
  244   244    1571310  53039.953506  58431.6138883507710     5.06     7.13          2     -0.00336  143613.651480   52573.651480
  245   245    1571402  53043.059054  58431.6139242946050     7.32     9.45          2     -0.00144  143616.756840   52576.756840
  246   246    1571722  53053.860809  58431.6140493149180    13.96    13.96          1      0.00056  143627.557945   52587.557945
